ImageFile,targ_side,correctAnswer,colour,distNo,targetType,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_6.started,text_6.stopped,buttonBox.keys,buttonBox.rt,buttonBox.started,buttonBox.stopped,text_7.started,text_7.stopped,buttonBox_3.keys,buttonBox_3.rt,buttonBox_3.started,buttonBox_3.stopped,text_8.started,text_8.stopped,buttonBox_4.keys,buttonBox_4.rt,buttonBox_4.started,buttonBox_4.stopped,text_9.started,text_9.stopped,buttonBox_5.keys,buttonBox_5.rt,buttonBox_5.started,buttonBox_5.stopped,text_2.started,text_2.stopped,buttonBox_6.keys,buttonBox_6.rt,buttonBox_6.started,buttonBox_6.stopped,text_5.started,text_5.stopped,buttonBox_7.keys,buttonBox_7.rt,image_2.started,image_2.stopped,image_3.started,image_3.stopped,buttonBox_8.keys,buttonBox_8.rt,buttonBox_8.started,buttonBox_8.stopped,polygon.started,polygon.stopped,buttonBox_9.keys,buttonBox_9.rt,buttonBox_9.started,buttonBox_9.stopped,image.started,image.stopped,buttonBox_10.keys,buttonBox_10.corr,buttonBox_10.rt,buttonBox_10.started,buttonBox_10.stopped,text_4.started,text_4.stopped,text.started,text.stopped,buttonBox_11.keys,buttonBox_11.rt,buttonBox_11.started,buttonBox_11.stopped,targetTypeInstruction.started,targetTypeInstruction.stopped,buttonBox_2.keys,buttonBox_2.rt,buttonBox_2.started,buttonBox_2.stopped,dispStimuli.started,dispStimuli.stopped,buttonBox_12.keys,buttonBox_12.corr,buttonBox_12.rt,buttonBox_12.started,buttonBox_12.stopped,breakMessage.started,breakMessage.stopped,buttonBox_13.keys,buttonBox_13.started,buttonBox_13.stopped,buttonBox_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,20.565547598002013,None,2,57.32435788400471,20.565547598002013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
,,,,,,,,,,,,,,,,,,,,77.88151282502804,None,2,29.499399913998786,77.88151282502804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
,,,,,,,,,,,,,,,,,,,,,,,,,,107.38221967301797,None,2,7.231123202946037,107.38221967301797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.61582406802336,None,2,10.731549213989638,114.61582406802336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.35160722502042,None,2,7.948192511976231,126.33481069101254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.28295333700953,None,2,11.281620391004253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5687413320411,None,148.5687413320411,None,2,6.633112163981423,148.5687413320411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
Practice arrays/exp1a_trial_17_colour1_distractors9_l.png,l,1,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.23549797100713,None,2,5.886289193993434,155.23549797100713,None,161.16989824303892,None,1,1,2.553416447015479,161.16989824303892,None,163.7166948650265,None,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
Practice arrays/exp1a_trial_18_colour1_distractors19_l.png,l,1,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.71894885401707,None,2,5.8813508650055155,165.71894885401707,None,171.65263268299168,None,1,1,1.0820666860090569,171.65263268299168,None,172.73401286604349,None,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
Practice arrays/exp1a_trial_30_colour0_distractors0_r.png,r,3,,,,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7356639690115,None,2,0.8805060780141503,174.7356639690115,None,175.6693507200107,None,1,0,0.7541760939639062,175.6693507200107,None,176.41744247300085,None,,,,,,,,,,,,,,,,,,,,,,,,,,39,001,2023_Jan_30_1619,searchDisc5,2021.2.3,59.982136604128335,
