ImageFile,targ_side,correctAnswer,colour,distNo,targetType,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_6.started,text_6.stopped,buttonBox.keys,buttonBox.rt,buttonBox.started,buttonBox.stopped,text_7.started,text_7.stopped,buttonBox_3.keys,buttonBox_3.rt,buttonBox_3.started,buttonBox_3.stopped,text_8.started,text_8.stopped,buttonBox_4.keys,buttonBox_4.rt,buttonBox_4.started,buttonBox_4.stopped,text_9.started,text_9.stopped,buttonBox_5.keys,buttonBox_5.rt,buttonBox_5.started,buttonBox_5.stopped,text_2.started,text_2.stopped,buttonBox_6.keys,buttonBox_6.rt,buttonBox_6.started,buttonBox_6.stopped,text_5.started,text_5.stopped,buttonBox_7.keys,buttonBox_7.rt,image_2.started,image_2.stopped,image_3.started,image_3.stopped,buttonBox_8.keys,buttonBox_8.rt,buttonBox_8.started,buttonBox_8.stopped,polygon.started,polygon.stopped,buttonBox_9.keys,buttonBox_9.rt,buttonBox_9.started,buttonBox_9.stopped,image.started,image.stopped,buttonBox_10.keys,buttonBox_10.corr,buttonBox_10.rt,buttonBox_10.started,buttonBox_10.stopped,text_4.started,text_4.stopped,text.started,text.stopped,buttonBox_11.keys,buttonBox_11.rt,buttonBox_11.started,buttonBox_11.stopped,targetTypeInstruction.started,targetTypeInstruction.stopped,buttonBox_2.keys,buttonBox_2.rt,buttonBox_2.started,buttonBox_2.stopped,dispStimuli.started,dispStimuli.stopped,buttonBox_12.keys,buttonBox_12.corr,buttonBox_12.rt,buttonBox_12.started,buttonBox_12.stopped,breakMessage.started,breakMessage.stopped,buttonBox_13.keys,buttonBox_13.started,buttonBox_13.stopped,buttonBox_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,105.73350018297788,None,2,101.74122844700469,105.73350018297788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
,,,,,,,,,,,,,,,,,,,,207.46685757499654,None,2,136.9526664770092,207.46685757499654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
,,,,,,,,,,,,,,,,,,,,,,,,,,344.42048793297727,None,2,13.429369507997762,344.42048793297727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.8542978189653,None,2,13.433552085014526,357.8542978189653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2879481440177,None,2,23.96733740903437,372.27330494701164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2406233199872,None,2,11.465867764956784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.7056661659735,None,410.7056661659735,None,2,9.565816148999147,410.7056661659735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
Practice arrays/exp1a_trial_7_colour2_distractors9_r.png,r,3,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.3088076469721,None,2,33.518731335003395,420.3088076469721,None,453.8768942099996,None,3,1,4.171704895037692,453.8768942099996,None,458.0403389320127,None,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,3,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.04269259696594,None,2,1.7638821179862134,460.04269259696594,None,461.8583943619742,None,3,1,2.204920595046133,461.8583943619742,None,464.05818529298995,None,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
Practice arrays/exp1a_trial_1_colour1_distractors4_r.png,r,3,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.05929840396857,None,2,1.1150471619912423,466.05929840396857,None,467.22494591999566,None,3,1,2.51929103594739,467.22494591999566,None,469.7417174910079,None,,,,,,,,,,,,,,,,,,,,,,,,,,21,001,2023_Jan_23_1115,searchDisc5,2021.2.3,59.97145394304753,
