ImageFile,targ_side,correctAnswer,colour,distNo,targetType,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_6.started,text_6.stopped,buttonBox.keys,buttonBox.rt,buttonBox.started,buttonBox.stopped,text_7.started,text_7.stopped,buttonBox_3.keys,buttonBox_3.rt,buttonBox_3.started,buttonBox_3.stopped,text_8.started,text_8.stopped,buttonBox_4.keys,buttonBox_4.rt,buttonBox_4.started,buttonBox_4.stopped,text_9.started,text_9.stopped,buttonBox_5.keys,buttonBox_5.rt,buttonBox_5.started,buttonBox_5.stopped,text_2.started,text_2.stopped,buttonBox_6.keys,buttonBox_6.rt,buttonBox_6.started,buttonBox_6.stopped,text_5.started,text_5.stopped,buttonBox_7.keys,buttonBox_7.rt,image_2.started,image_2.stopped,image_3.started,image_3.stopped,buttonBox_8.keys,buttonBox_8.rt,buttonBox_8.started,buttonBox_8.stopped,polygon.started,polygon.stopped,buttonBox_9.keys,buttonBox_9.rt,buttonBox_9.started,buttonBox_9.stopped,image.started,image.stopped,buttonBox_10.keys,buttonBox_10.corr,buttonBox_10.rt,buttonBox_10.started,buttonBox_10.stopped,text_4.started,text_4.stopped,text.started,text.stopped,buttonBox_11.keys,buttonBox_11.rt,buttonBox_11.started,buttonBox_11.stopped,targetTypeInstruction.started,targetTypeInstruction.stopped,buttonBox_2.keys,buttonBox_2.rt,buttonBox_2.started,buttonBox_2.stopped,dispStimuli.started,dispStimuli.stopped,buttonBox_12.keys,buttonBox_12.corr,buttonBox_12.rt,buttonBox_12.started,buttonBox_12.stopped,breakMessage.started,breakMessage.stopped,buttonBox_13.keys,buttonBox_13.started,buttonBox_13.stopped,buttonBox_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,9.552709455019794,None,2,30.403643441037275,9.552709455019794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
,,,,,,,,,,,,,,,,,,,,39.95179746003123,None,2,27.417278818960767,39.95179746003123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
,,,,,,,,,,,,,,,,,,,,,,,,,,67.371440877032,None,2,6.712621067999862,67.371440877032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.086099105014,None,2,2.764352099969983,74.086099105014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85277321602916,None,2,8.550226705963723,77.83816776500316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.38643097999739,None,2,11.583588893990964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.96992167900316,None,100.96992167900316,None,2,4.114770998014137,100.96992167900316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
Practice arrays/exp1a_trial_27_colour3_distractors9_l.png,l,1,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.12022249301663,None,2,8.45026712701656,105.12022249301663,None,113.62013986101374,None,1,1,1.3582418740261346,113.62013986101374,None,114.96986989298603,None,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
Practice arrays/exp1a_trial_10_colour3_distractors1_r.png,r,3,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.97233115002746,None,2,0.7330307579832152,116.97233115002746,None,117.7561800039839,None,3,1,0.8174761509872042,117.7561800039839,None,118.57078457297757,None,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
Practice arrays/exp1a_trial_1_colour1_distractors4_r.png,r,3,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.57269007503055,None,2,0.4472069509793073,120.57269007503055,None,121.0727996120113,None,3,1,1.3522271219990216,121.0727996120113,None,122.42031054000836,None,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
Practice arrays/exp1a_trial_14_colour3_distractors31_r.png,r,3,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.42293884698302,None,2,0.5161105010192841,124.42293884698302,None,124.99043178802822,None,3,1,0.8306385049945675,124.99043178802822,None,125.8208824400208,None,,,,,,,,,,,,,,,,,,,,,,,,,,17,001,2023_Jan_20_1455,searchDisc5,2021.2.3,59.97373749586706,
